bigram,origin,G2,target_freq,target_share
strong dollar,discovered,6901.431173,2903,0.529455
carbon free,discovered,6900.056909,1650,0.911099
electricity demand,discovered,6883.480682,1978,0.770549
global steel,discovered,6878.901422,1729,0.873232
prices europe,discovered,6877.688236,2143,0.711487
private cloud,discovered,6853.293559,2759,0.552242
energy business,discovered,6851.397264,4632,0.351388
say supply,discovered,6849.461215,1649,0.906044
industrial gas,discovered,6846.116373,2070,0.733003
production supply,discovered,6834.319926,1665,0.897091
canada australia,discovered,6827.153611,2344,0.645908
especially europe,discovered,6827.123392,3390,0.454119
economic indicators,discovered,6812.788799,2261,0.668144
environmental regulations,discovered,6807.410121,1742,0.859398
china hong,discovered,6803.770705,2057,0.733072
macroeconomic challenges,discovered,6800.468436,1972,0.763749
rising raw,discovered,6766.605615,1858,0.805026
number countries,discovered,6762.220220,2908,0.518452
science technology,discovered,6740.520057,1946,0.767048
electricity generation,discovered,6740.073251,1911,0.780637
bit supply,discovered,6733.232200,1950,0.764706
term economic,discovered,6695.680017,1926,0.769784
global macro,discovered,6695.656817,1917,0.773296
china continue,discovered,6693.630450,2368,0.626953
america south,discovered,6687.305988,2146,0.690921
gas consumption,discovered,6670.944676,1747,0.841522
china demand,discovered,6665.899545,1655,0.882667
gas plant,discovered,6662.039962,2672,0.554242
technology leadership,discovered,6660.360219,3254,0.460776
cost gas,discovered,6650.626228,1713,0.854364
imports china,discovered,6648.580324,1653,0.881600
gas assets,discovered,6644.102703,2081,0.707823
terms gas,discovered,6640.517052,1674,0.870968
rare earths,discovered,6637.858605,1428,0.982794
significant uncertainty,discovered,6631.955126,1837,0.798349
disruptions supply,discovered,6626.796624,1481,0.959197
trade finance,discovered,6619.814458,2439,0.602222
trade wars,discovered,6613.437180,1431,0.979466
defense security,discovered,6613.356358,1716,0.848665
energy company,discovered,6609.556005,2264,0.647412
world continue,discovered,6608.146345,2135,0.686275
increased supply,discovered,6584.779163,1985,0.735185
upstream downstream,discovered,6576.059939,2299,0.634382
low gas,discovered,6561.239624,1698,0.850701
situation europe,discovered,6541.310839,2029,0.714688
energy savings,discovered,6534.340138,2163,0.669867
fuel supply,discovered,6534.318525,1573,0.906106
international market,discovered,6524.992329,5567,0.297224
process technology,discovered,6514.694922,2849,0.510299
coal market,discovered,6514.052235,2028,0.712079
sustainable energy,discovered,6510.520158,1621,0.880500
macro economy,discovered,6503.280757,2354,0.612861
gulf mexico,discovered,6503.114869,8722,0.227390
gas plants,discovered,6481.432978,1920,0.747955
macroeconomic geopolitical,discovered,6480.826497,1411,0.975795
challenging economic,discovered,6480.751104,4015,0.376324
look supply,discovered,6473.665308,2057,0.697761
tier suppliers,discovered,6462.230840,1809,0.790301
potential supply,discovered,6460.265434,1466,0.948867
economic factors,discovered,6459.684856,2216,0.646441
technology driven,discovered,6457.255397,2427,0.590511
particularly united,discovered,6453.744094,1747,0.815974
united kingdom,discovered,6451.690729,4892,0.322670
government services,discovered,6450.441688,2498,0.573462
china russia,discovered,6448.543344,1795,0.794599
federal state,discovered,6435.273717,3327,0.438167
environmental protection,discovered,6416.432950,1825,0.778252
prices gas,discovered,6410.885521,1572,0.892168
different countries,discovered,6404.629482,4684,0.331259
government agency,discovered,6400.875026,2022,0.701840
gas contracts,discovered,6400.502168,1622,0.866916
oil products,discovered,6389.023560,2218,0.638825
refining capacity,discovered,6386.980186,1809,0.781425
lockdowns china,discovered,6369.731079,1502,0.921472
macro factors,discovered,6365.021909,2669,0.531039
lng market,discovered,6364.929988,1693,0.829495
global automotive,discovered,6361.204533,1820,0.773810
associated gas,discovered,6358.792852,1606,0.869518
like energy,discovered,6355.293861,1705,0.822876
wind turbines,discovered,6343.738030,2107,0.667617
slowdown china,discovered,6308.130998,1526,0.902425
southeast asian,discovered,6305.265441,1873,0.745918
reduce energy,discovered,6292.973375,1729,0.804560
gas cost,discovered,6263.538699,1805,0.768412
chain environment,discovered,6262.597054,1753,0.790352
business supply,discovered,6245.246898,1675,0.823096
export prices,discovered,6238.595465,1611,0.852381
pipeline project,discovered,6227.588124,2084,0.662639
co2 emissions,discovered,6226.510817,3102,0.452781
like india,discovered,6225.191547,2559,0.541244
increases raw,discovered,6218.206656,2115,0.651973
asia europe,discovered,6216.409679,3920,0.371036
gas wells,discovered,6211.686581,1750,0.785458
environmentally friendly,discovered,6206.002569,2279,0.604189
semiconductor shortage,discovered,6205.037999,1481,0.912508
export volumes,discovered,6202.062980,2218,0.620246
global recession,discovered,6171.590576,1899,0.720410
digital infrastructure,discovered,6168.834972,2314,0.591665
gas amp,discovered,6167.591604,1692,0.805714
secure supply,discovered,6161.578839,1639,0.829453
economic impact,discovered,6161.380284,3032,0.457799
import export,discovered,6146.626091,1491,0.900362
political economic,discovered,6126.862075,1711,0.792130
logistics supply,discovered,6121.095291,1533,0.876000
rising inflation,discovered,6113.644831,1592,0.845909
ore prices,discovered,6094.771198,2063,0.655129
wave covid,discovered,6087.659868,1986,0.679671
demand global,discovered,6067.136730,1702,0.788693
chinese companies,discovered,6057.281926,1803,0.744426
hybrid electric,discovered,6049.378911,1725,0.776328
china southeast,discovered,6047.583736,1454,0.907049
strong global,discovered,6047.199113,2724,0.496356
western canadian,discovered,6038.360664,1814,0.737698
energy source,discovered,6038.146285,1448,0.908977
commodity markets,discovered,6032.069190,2328,0.575383
impact economy,discovered,6018.960730,2041,0.653957
tariff increases,discovered,6012.146214,1752,0.760087
technology business,discovered,6011.698789,3738,0.375226
governments world,discovered,6010.270146,1491,0.883294
gas fields,discovered,6008.425926,1391,0.934812
integrated supply,discovered,6001.627238,1730,0.768206
sources supply,discovered,6001.071130,1439,0.909033
terms trade,discovered,5985.230451,1755,0.755489
going supply,discovered,5969.387890,1913,0.691863
geopolitical risks,discovered,5953.532315,1275,0.985317
security systems,discovered,5947.714370,1522,0.859401
related energy,discovered,5903.091053,1693,0.772002
purchasing power,discovered,5901.152128,3119,0.429792
support global,discovered,5897.682618,1939,0.674435
manufacturing technology,discovered,5897.129908,1575,0.826338
ongoing uncertainty,discovered,5866.467013,1471,0.875074
duty truck,discovered,5863.029676,2262,0.575573
question supply,discovered,5859.076822,1762,0.736930
global economies,discovered,5842.168274,1456,0.879758
term gas,discovered,5820.041087,1271,0.973946
economic climate,discovered,5818.600022,3366,0.398013
tariff related,discovered,5812.947938,1741,0.739907
increased volatility,discovered,5807.877278,1765,0.729339
energy companies,discovered,5802.659691,1923,0.669102
nuclear fuel,discovered,5801.519075,1473,0.865452
offshore oil,discovered,5795.298449,1498,0.851620
gas development,discovered,5782.892990,1435,0.883077
domestic markets,discovered,5779.889050,2637,0.490513
component supply,discovered,5779.697967,1512,0.842340
growth data,discovered,5774.532914,2814,0.461841
technology products,discovered,5768.714842,3117,0.421672
quarter supply,discovered,5766.654505,1638,0.779258
mentioned supply,discovered,5763.646318,1419,0.889098
energy power,discovered,5760.350084,1599,0.796712
time supply,discovered,5757.961950,1518,0.836364
japan korea,discovered,5752.284840,2565,0.501074
wet gas,discovered,5740.541469,1536,0.824919
cloud solutions,discovered,5739.499782,2234,0.570626
inflation rising,discovered,5731.677003,1275,0.962264
demand gas,discovered,5731.400884,1346,0.924451
economic challenges,discovered,5730.237078,2438,0.523738
government government,discovered,5727.150062,1687,0.752118
prices energy,discovered,5724.859077,1471,0.856228
impact energy,discovered,5721.408158,1542,0.819341
oil markets,discovered,5658.058231,1581,0.791688
supplier base,discovered,5650.215936,2055,0.609973
chain partners,discovered,5640.830402,1637,0.763170
gas energy,discovered,5637.533623,1536,0.810982
data management,discovered,5635.074991,3461,0.378955
cost raw,discovered,5634.733197,2557,0.492963
uncertainty surrounding,discovered,5634.234426,2001,0.624532
digital economy,discovered,5621.594759,1543,0.805324
continued economic,discovered,5612.735549,1805,0.689458
covid lockdowns,discovered,5611.043884,1611,0.771182
european market,discovered,5610.279090,5853,0.261552
uncertainty regarding,discovered,5606.390320,2002,0.621160
rest world,discovered,5604.077524,9861,0.199725
think energy,discovered,5591.595061,1628,0.760748
trade agreement,discovered,5576.308727,1259,0.952345
ai enabled,discovered,5568.150486,1768,0.698262
major european,discovered,5563.000215,1928,0.639894
semiconductor market,discovered,5557.790392,2286,0.540937
cloud services,discovered,5556.650077,3416,0.378672
supply supply,discovered,5548.565885,1451,0.842625
higher commodity,discovered,5544.037086,2989,0.422473
companies world,discovered,5543.687767,3341,0.384819
rising energy,discovered,5540.660936,1290,0.930736
material energy,discovered,5539.754906,1996,0.615669
strong supply,discovered,5535.748969,1529,0.800524
ai applications,discovered,5527.198320,1687,0.726216
additional supply,discovered,5521.844691,1729,0.708026
lng projects,discovered,5494.097328,1892,0.643975
oil company,discovered,5487.884401,2249,0.542843
defense industry,discovered,5478.353592,1537,0.788610
power markets,discovered,5477.112460,1643,0.738759
materials segment,discovered,5475.908473,2047,0.593677
strong economic,discovered,5468.352644,1955,0.620438
national energy,discovered,5455.086906,1256,0.938714
ongoing covid,discovered,5453.820433,1582,0.763514
plays important,discovered,5446.831115,1740,0.694057
asian markets,discovered,5441.359195,3052,0.408458
defense intelligence,discovered,5432.269575,1243,0.943096
kong china,discovered,5421.449600,1398,0.853480
wind turbine,discovered,5402.855451,2014,0.595330
power gas,discovered,5400.368112,1567,0.763273
trade credit,discovered,5398.865624,1357,0.873230
european gas,discovered,5388.351011,1359,0.870596
security data,discovered,5373.948286,1186,0.967374
gas supplies,discovered,5367.564640,1144,0.987910
countries europe,discovered,5360.198400,2900,0.421206
current oil,discovered,5358.080194,1559,0.761230
products china,discovered,5353.104343,1994,0.595757
rates inflation,discovered,5352.741308,1688,0.703040
reduce greenhouse,discovered,5351.892869,1209,0.951969
states china,discovered,5343.545419,1181,0.966448
current global,discovered,5343.408751,1579,0.749763
power station,discovered,5336.954631,2136,0.555382
chain issue,discovered,5330.001440,1341,0.872479
driven supply,discovered,5327.973310,1493,0.789529
china australia,discovered,5327.619695,1407,0.835015
000 barrels,discovered,5324.360228,11402,0.184046
say china,discovered,5322.820283,1618,0.729157
federal business,discovered,5321.883129,2007,0.588563
defense markets,discovered,5312.649101,1412,0.830100
gas lng,discovered,5311.962776,1240,0.928839
tariff impact,discovered,5306.859722,2208,0.535013
government india,discovered,5299.341127,2119,0.555876
ukraine conflict,discovered,5292.906899,1255,0.917398
chain shortages,discovered,5291.828907,1190,0.955056
heavy crude,discovered,5291.661608,1488,0.786885
uncertainty volatility,discovered,5288.873182,1358,0.856782
world needs,discovered,5282.430331,1313,0.881800
managing supply,discovered,5278.971669,1615,0.724540
emerging countries,discovered,5270.322689,2659,0.447718
macroeconomic uncertainties,discovered,5269.520249,1272,0.904051
shortage supply,discovered,5253.731082,1234,0.924345
global business,discovered,5249.219879,4528,0.295041
developing countries,discovered,5248.142055,1920,0.606443
gas coal,discovered,5245.030581,1390,0.832335
