bigram,origin,G2,target_freq,target_share
remain focused,discovered,10026.583999,14888,0.216069
customers provide,discovered,10022.410521,3251,0.683558
technology company,discovered,10018.302530,4342,0.514638
high levels,discovered,10012.684370,9717,0.273387
customers continue,discovered,9980.902390,7765,0.316797
security services,discovered,9961.101934,2977,0.741469
better serve,discovered,9960.068875,5269,0.429456
trump administration,discovered,9948.564182,2258,0.948739
water treatment,discovered,9945.509442,4762,0.469255
east north,discovered,9939.647917,2645,0.829154
strong support,discovered,9939.367580,4011,0.550962
level uncertainty,discovered,9934.996063,3155,0.698163
covid related,discovered,9923.007438,7589,0.320685
increase energy,discovered,9913.593524,2660,0.822765
continue believe,discovered,9900.857774,13447,0.225920
continued demand,discovered,9899.867054,4004,0.549773
current macroeconomic,discovered,9896.344570,2777,0.788472
seeing impact,discovered,9890.318225,5966,0.384531
new government,discovered,9871.139409,3741,0.585721
market long,discovered,9854.158209,3991,0.549044
high purity,discovered,9852.408594,2371,0.906346
downside risk,discovered,9833.770887,3466,0.629267
global gdp,discovered,9821.780170,2433,0.884406
demand increased,discovered,9819.583823,3290,0.661839
macro uncertainty,discovered,9815.294553,2973,0.731725
european countries,discovered,9812.091831,5934,0.383730
expect supply,discovered,9806.145266,2443,0.880043
low oil,discovered,9793.392328,2917,0.743943
demand situation,discovered,9758.031623,3349,0.646151
government customers,discovered,9741.347887,2811,0.767404
palm oil,discovered,9720.821259,2583,0.830280
security market,discovered,9719.622247,2638,0.813946
important long,discovered,9695.900657,3261,0.659321
secular growth,discovered,9691.442267,3500,0.614251
zero carbon,discovered,9689.832657,2314,0.912101
demand continue,discovered,9684.544903,4026,0.535444
department homeland,discovered,9679.881386,2059,0.988953
software defined,discovered,9676.410786,3071,0.698590
energy industry,discovered,9654.962685,2816,0.759439
ability provide,discovered,9651.388117,4387,0.492202
energy generation,discovered,9645.888347,2337,0.901273
gas transmission,discovered,9644.028254,2633,0.809407
ukraine war,discovered,9608.521813,2124,0.966333
inflationary pressure,discovered,9582.341093,4147,0.515347
china going,discovered,9572.784181,3198,0.663761
term headwinds,discovered,9566.364221,2693,0.786048
despite recent,discovered,9547.903367,2944,0.718926
input costs,discovered,9537.401368,9062,0.277049
contract manufacturing,discovered,9521.572328,4959,0.435344
carbon capture,discovered,9520.970944,4224,0.503456
various countries,discovered,9498.187530,3027,0.695702
asia pacific,discovered,9488.134723,18313,0.191954
market environment,discovered,9485.013634,11814,0.236455
export markets,discovered,9465.169805,4131,0.511262
certain countries,discovered,9439.819574,3244,0.645315
fossil fuel,discovered,9439.797555,2336,0.885184
growth areas,discovered,9431.944767,7978,0.298958
reduce risk,discovered,9426.877244,3923,0.534906
steel demand,discovered,9395.511391,2378,0.867883
mitigate risk,discovered,9379.271367,3465,0.600624
given ongoing,discovered,9377.063375,2939,0.707341
energy projects,discovered,9365.194991,2924,0.710053
domestic production,discovered,9363.769158,2666,0.777486
gas pricing,discovered,9352.609030,2531,0.816188
play key,discovered,9345.748664,2786,0.743330
energy crisis,discovered,9336.500033,2186,0.926664
ukraine russia,discovered,9329.910900,2277,0.895751
regulatory environment,discovered,9317.093481,5926,0.368509
covid pandemic,discovered,9309.353723,4182,0.497620
ongoing supply,discovered,9304.033399,2260,0.899324
europe united,discovered,9303.839178,3176,0.649622
supply shortages,discovered,9300.189679,2318,0.879696
order support,discovered,9299.698558,3514,0.587429
inflation supply,discovered,9293.110339,2201,0.918231
oil market,discovered,9285.821358,2776,0.741255
higher rates,discovered,9266.235388,10189,0.253559
monitor situation,discovered,9260.327411,2981,0.688771
energy policy,discovered,9256.742583,2104,0.947748
term strategy,discovered,9225.691183,8389,0.284962
storage capacity,discovered,9221.291460,3280,0.623574
energy mix,discovered,9214.088968,2041,0.965012
investment decisions,discovered,9213.640886,4153,0.496058
hybrid cloud,discovered,9210.050755,3273,0.624142
impact industry,discovered,9208.169045,2870,0.711276
challenging operating,discovered,9184.178338,3077,0.661863
countries including,discovered,9168.224432,2631,0.771554
fortune 500,discovered,9162.533138,4060,0.504035
performance computing,discovered,9126.946758,2492,0.809354
freight rates,discovered,9125.082633,4914,0.422892
technology companies,discovered,9121.308988,3751,0.541036
business china,discovered,9108.354758,4789,0.431753
remain elevated,discovered,9104.161888,3792,0.534461
gas electricity,discovered,9103.056672,2401,0.836003
inflationary environment,discovered,9099.409184,5035,0.413179
external factors,discovered,9099.115106,4411,0.464023
latin america,discovered,9097.556583,21867,0.176142
political uncertainty,discovered,9094.097955,2133,0.925380
renewable natural,discovered,9084.823082,1967,0.979094
lowest cost,discovered,9082.311599,5181,0.402689
gas natural,discovered,9079.850716,2378,0.841472
far east,discovered,9070.768531,4789,0.430201
lower gas,discovered,9068.224796,2645,0.759403
free trade,discovered,9060.078815,2156,0.914722
overall demand,discovered,9049.213279,5293,0.394382
help address,discovered,9046.209914,2699,0.742708
gas costs,discovered,9044.138740,2724,0.735818
trade policy,discovered,9041.474897,1945,0.982820
conversations customers,discovered,9028.961358,3723,0.539643
remain bullish,discovered,9020.723570,3230,0.619486
end user,discovered,9011.203647,7792,0.294560
used car,discovered,8999.682898,5721,0.368669
sales prices,discovered,8998.296233,4854,0.422271
power purchase,discovered,8991.215745,2671,0.745881
price oil,discovered,8986.971368,4023,0.499255
critical components,discovered,8986.913253,2302,0.858635
work closely,discovered,8972.102958,6739,0.324881
demand services,discovered,8962.890606,4622,0.439145
infrastructure spending,discovered,8955.026437,3058,0.649395
essential services,discovered,8950.858047,2170,0.900789
economic downturn,discovered,8949.547791,5084,0.404101
gas volumes,discovered,8944.651019,2906,0.682480
demand particularly,discovered,8944.264804,2948,0.672752
remain high,discovered,8940.509896,4900,0.416560
supply going,discovered,8940.322133,2308,0.852604
gas transportation,discovered,8923.508042,2107,0.920489
entire supply,discovered,8896.144958,2178,0.893355
export business,discovered,8893.710685,3246,0.607865
western australia,discovered,8870.899735,3030,0.649239
term prospects,discovered,8868.551953,4628,0.434595
power demand,discovered,8868.507329,2436,0.804757
term opportunities,discovered,8867.659113,4867,0.416054
000 cubic,discovered,8853.001538,2668,0.735391
things like,discovered,8850.521523,28602,0.159387
coal gas,discovered,8847.186151,2319,0.840827
solar energy,discovered,8823.344423,2955,0.662111
central bank,discovered,8819.419880,6636,0.324467
safety security,discovered,8818.587680,2632,0.742454
steel production,discovered,8813.489971,3991,0.493936
terms energy,discovered,8804.096120,2472,0.788014
fossil fuels,discovered,8792.607091,2082,0.918394
renewable power,discovered,8790.312431,2728,0.714323
based solutions,discovered,8768.283128,3566,0.546849
despite challenging,discovered,8762.993798,6322,0.334604
government spending,discovered,8744.357097,2950,0.657308
remains high,discovered,8743.025699,5096,0.395529
broad portfolio,discovered,8735.922867,3535,0.549510
coking coal,discovered,8730.069793,4124,0.475060
trade flows,discovered,8724.100070,2021,0.934350
manufacturing capacity,discovered,8719.096318,5650,0.363134
broader economic,discovered,8714.047748,2328,0.826118
demand strong,discovered,8684.942218,5466,0.371609
coming china,discovered,8681.064588,3462,0.557308
government shutdown,discovered,8678.633283,2733,0.704019
continued investment,discovered,8675.092062,6520,0.324734
markets continued,discovered,8653.071462,3374,0.569644
given uncertainty,discovered,8643.558335,4061,0.477428
including china,discovered,8641.802097,2490,0.768519
fundamentals remain,discovered,8641.327300,2903,0.660073
energy resources,discovered,8627.260579,2755,0.694304
impacted covid,discovered,8625.867133,4680,0.420183
energy needs,discovered,8625.703493,2000,0.933707
growth potential,discovered,8621.960940,10740,0.236444
industry leading,discovered,8607.776702,12316,0.220050
impacted supply,discovered,8604.622579,1918,0.960922
increase supply,discovered,8591.094406,2631,0.723796
multi cloud,discovered,8577.978338,2629,0.723246
power sector,discovered,8574.382327,2769,0.686586
lower energy,discovered,8572.610024,2972,0.639690
production china,discovered,8558.652784,2571,0.737733
lead times,discovered,8549.782559,10981,0.232604
wind solar,discovered,8513.992838,3354,0.563982
significant supply,discovered,8499.732854,1948,0.941973
extreme weather,discovered,8493.752300,2475,0.760135
industrial production,discovered,8493.121697,3662,0.517159
impact consumer,discovered,8488.412878,2654,0.709057
managed services,discovered,8475.923578,6981,0.304435
meet customers,discovered,8472.508642,4122,0.462522
helping customers,discovered,8470.128521,4393,0.436941
tariff situation,discovered,8458.905471,2239,0.833271
address issues,discovered,8447.116256,3420,0.549221
new infrastructure,discovered,8439.834201,2698,0.693573
thermal coal,discovered,8438.121649,3100,0.603935
solutions including,discovered,8434.221565,2808,0.666034
uncertainty remains,discovered,8434.173944,1983,0.923614
demand market,discovered,8433.085346,4863,0.399065
increase gas,discovered,8430.788938,2128,0.869992
drilling activity,discovered,8430.112115,4725,0.408702
customers supply,discovered,8423.886786,2135,0.866829
global macroeconomic,discovered,8401.061916,1914,0.946120
government programs,discovered,8398.046736,2596,0.717127
reduced demand,discovered,8387.958315,3172,0.586973
manage supply,discovered,8386.168491,2234,0.828328
defense business,discovered,8385.643228,3451,0.540655
increase oil,discovered,8377.406438,2310,0.801805
supply new,discovered,8370.318110,2370,0.781662
lot supply,discovered,8367.797773,2702,0.686658
demand especially,discovered,8364.078809,2680,0.691970
term market,discovered,8361.634686,4595,0.415611
low natural,discovered,8356.585879,1867,0.959404
continue supply,discovered,8347.062720,2176,0.845049
continue play,discovered,8344.038344,3686,0.505485
ability meet,discovered,8336.768779,3742,0.498004
continue impact,discovered,8330.435256,3999,0.468157
national oil,discovered,8326.407577,2079,0.878327
low latency,discovered,8312.828711,2322,0.791951
refined products,discovered,8312.661404,3268,0.565105
solutions support,discovered,8301.078242,2028,0.894969
states europe,discovered,8289.506458,3322,0.554684
challenging business,discovered,8274.872332,2611,0.702637
world today,discovered,8274.430073,2996,0.612679
energy future,discovered,8272.981203,1918,0.933788
gas companies,discovered,8270.202723,2329,0.785762
market leading,discovered,8266.619800,8108,0.271588
strategy focused,discovered,8261.510980,3880,0.477597
high priority,discovered,8261.108716,4378,0.428795
air travel,discovered,8259.408913,2657,0.689235
steel aluminum,discovered,8251.690738,2168,0.839009
increase prices,discovered,8250.654366,6134,0.327304
services support,discovered,8230.542790,2942,0.620544
zero trust,discovered,8228.446991,2111,0.857433
generative ai,discovered,8226.851468,5164,0.372395
19 situation,discovered,8222.048916,2584,0.705433
global manufacturing,discovered,8217.316126,2634,0.691702
seeing supply,discovered,8213.925424,2140,0.845516
